,0,1
6243,été,sûreté
6244,l’orage,d’ombrage
6245,jugements,moments
6246,blâmée,enfermée
6247,cœur,ardeur
6248,difficile,style
6249,courroux,vous
6250,entendre,défendre
6251,moments,sentiments
6252,dompte,honte
6253,honte,prend
6254,prend,rend
6255,s’oppose,chose
6256,aveu,peu
6257,lâchée,attachée
6258,douceur,cœur
6259,faire,plaire
6260,plaire,forcer
6261,forcer,d’annoncer
6262,d’annoncer,entendre
6263,entendre,prendre
6264,résout,tout
6265,extrême,aime
6266,traits,jamais
6267,étude,béatitude
6268,liberté,félicité
6269,félicité,honnête
6270,honnête,s’apprête
6271,vous,doux
6272,soupire,dire
6273,foi,moi
6274,vitesse,tendresse
6275,doux,vous
6276,satisfaire,l’affaire
6277,l’affaire,espérer
6278,espérer,s’assurer
6279,s’assurer,gloire
6280,gloire,croire
6281,bontés,témérités
6282,madame,flamme
6283,agit,l’esprit
6284,l’esprit,empire
6285,empire,désire
6286,désire,parer
6287,parer,respirer
6288,grande,demande
6289,pressants,gens
6290,gens,hommages
6291,hommages,témoignages
6292,voulez,parlez
6293,oppose,chose
6294,cœur,peur
6295,ridicules,scrupules
6296,contentements,accommodements
6297,science,conscience
6298,l’action,intention
6299,instruire,conduire
6300,conduire,d’effroi
6301,d’effroi,moi
6302,bien,rien
6303,dire,détruire
6304,détruire,secret
6305,l’offense,silence
6306,céder,accorder
6307,accorder,prétendre
6308,prétendre,rendre
6309,jusquelà,cela
6310,réduire,dire
6311,convaincants,gens
6312,gens,offense
6313,offense,violence
6314,prie,galerie
6315,prenez,nez
6316,gloire,croire
6317,moment,exactement
6318,homme,m’assomme
6319,sûres,conjectures
6320,conjectures,l’enfer
6321,l’enfer,léger
6322,léger,rendre
6323,rendre,méprendre
6324,contentement,appartement
6325,passionner,donner
6326,âme,femme
6327,bon,ton
6328,témoignage,davantage
6329,prie,cérémonie
6330,saison,maison
6331,maître,connaître
6332,recours,détours
6333,détours,injure
6334,injure,l’imposture
6335,repentir,sortir
6336,sortir,dire
6337,dire,rire
6338,dit,l’esprit
6339,faite,m’inquiète
6340,semble,ensemble
6341,événement,entièrement
6342,désespère,mystère
6343,plains,mains
6344,élire,dire
6345,attachés,lâchés
6346,conscience,confidence
6347,persuader,garder
6348,enquête,prête
6349,prête,sûreté
6350,sûreté,vérité
6351,l’apparence,confidence
6352,confidence,sentiment
6353,sentiment,légèrement
6354,gages,avantages
6355,vous,doux
6356,touchante,méchante
6357,méchante,rien
6358,rien,bien
6359,effroyable,diable
6360,emportements,tempéraments
6361,vôtre,l’autre
6362,connu,prévenu
6363,prévenu,demande
6364,demande,grande
6365,grande,vaurien
6366,vaurien,bien
6367,audace,grimace
6368,lui,aujourd’hui
6369,conséquences,apparences
6370,l’imposture,injure
6371,extrémité,côté
6372,menace,n’efface
6373,courroux,vous
6374,nonpareilles,oreilles
6375,gauchir,affranchir
6376,l’assomme,homme
6377,affaires,mystères
6378,témoins,soins
6379,misère,frère
6380,l’infâme,femme
6381,essais,bienfaits
6382,avantages,sages
6383,transféré,retiré
6384,croire,noire
6385,toujours,discours
6386,mère,sorte
6387,sorte,porte
6388,dit,petit
6389,poursuivie,l’envie
6390,d’aujourd’hui,lui
6391,moimême,extrême
6392,dis,hardi
6393,hardi,répandre
6394,répandre,défendre
6395,dépourvu,vu
6396,rebattre,quatre
6397,déçoit,voit
6398,sujette,s’interprète
6399,causes,choses
6400,mieux,yeux
6401,sottise,éprise
6402,l’esprit,dit
6403,mère,colère
6404,d’icibas,pas
6405,pures,mesures
6406,point,point
6407,possible,visible
6408,ressorts,efforts
6409,cabale,dédale
6410,traître,maître
6411,armes,d’alarmes
6412,savoir,voir
6413,quelqu’un,importun
6414,déplaise,aise
6415,viens,bien
6416,manière,affaire
6417,affaire,aise
6418,voir,vouloir
6419,peutêtre,paraître
6420,paraître,éclater
6421,éclater,écouter
6422,écouter,nuire
6423,nuire,désire
6424,jugement,accommodement
6425,chère,père
6426,pardon,nom
6427,normandie,l’envie
6428,bonheur,d’honneur
6429,licence,ordonnance
6430,passion,sommation
6431,vôtres,d’autres
6432,d’autres,est
6433,reste,conteste
6434,seigneur,porteur
6435,porteur,dire
6436,dire,l’admire
6437,vous,doux
6438,l’office,justice
6439,million,rébellion
6440,personne,donne
6441,jupon,bâton
6442,retire,d’écrire
6443,procèsverbal,déloyal
6444,tendresses,pièces
6445,plaisir,choisir
6446,surséance,l’ordonnance
6447,nuit,bruit
6448,m’apporte,porte
6449,repos,propos
6450,habile,ustensile
6451,forts,dehors
6452,pense,indulgence
6453,indulgence,bien
6454,bien,rien
6455,l’heure,demeure
6456,demeure,asséner
6457,asséner,donner
6458,donner,rien
6459,rien,étrange
6460,étrange,démange
6461,loyal,mal
6462,infâmes,femmes
6463,femmes,assez
6464,assez,laissez
6465,joie,t’envoie
6466,t’envoie,droit
6467,droit,l’exploit
6468,connues,nues
6469,consomme,l’homme
6470,enlever,sauver
6471,sauver,dire
6472,dire,élire
6473,l’ingrat,contrat
6474,noire,croire
6475,croire,affliger
6476,affliger,danger
6477,danger,tendre
6478,tendre,prendre
6479,délicat,d’état
6480,suite,fuite
6481,imposer,accuser
6482,jette,cassette
6483,cassette,sujet
6484,sujet,secret
6485,donne,personne
6486,l’exécuter,arrêter
6487,arrêter,traître
6488,traître,maître
6489,animal,fatal
6490,porte,apporte
6491,foudroyant,fuyant
6492,conduite,fuite
6493,propice,service
6494,vite,gîte
6495,prisonnier,dernier
6496,dernier,m’expédies
6497,m’expédies,perfidies
6498,aigrir,souffrir
6499,l’avoue,joue
6500,m’émouvoir,devoir
6501,prétendre,prendre
6502,glorieux,lieux
6503,charitable,misérable
6504,recevoir,devoir
6505,violence,reconnaissance
6506,eux,l’imposteur
6507,l’imposteur,manière
6508,manière,révère
6509,révère,déclarez
6510,déclarez,parez
6511,parez,d’attendre
6512,d’attendre,surprendre
6513,surprendre,dénoncer
6514,dénoncer,chasser
6515,chasser,distraire
6516,distraire,faire
6517,aujourd’hui,lui
6518,criaillerie,prie
6519,prie,l’accomplir
6520,l’accomplir,remplir
6521,l’heure,demeure
6522,demeure,monsieur
6523,vous,prison
6524,prison,raison
6525,chaude,fraude
6526,cœurs,imposteurs
6527,pourvue,vue
6528,d’accès,excès
6529,immortelle,zèle
6530,cœur,d’horreur
6531,d’horreur,surprendre
6532,surprendre,défendre
6533,clartés,lâchetés
6534,luimême,suprême
6535,suprême,renommé
6536,renommé,informé
6537,noires,d’histoires
6538,détesté,déloyauté
6539,déloyauté,suite
6540,suite,conduite
6541,bout,tout
6542,maître,traître
6543,liens,biens
6544,secrète,retraite
6545,qu’autrefois,droits
6546,pense,récompense
6547,récompense,rien
6548,rien,bien
6549,misérable,l’accable
6550,jour,retour
6551,vice,justice
6552,genoux,doux
6553,joie,déploie
6554,déploie,devoir
6555,devoir,pourvoir
6556,valère,sincère
6557,sincère,secrète
6558,secrète,assiette
6559,repartir,mentir
6560,corrompe,trompe
6561,tour,amour
6562,prud’homie,physionomie
6563,accusés,rusés
6564,rusés,guères
6565,guères,manières
6566,bien,rien
6567,bête,tête
6568,d’amour,jour
6569,crainte,contrainte
6570,nourri,chéri
6571,femmes,flammes
6572,rebuté,tranquillité
6573,l’apparence,d’indifférence
6574,appas,pas
6575,difficile,lucile
6576,doux,jaloux
6577,impatience,assurance
6578,fait,satisfait
6579,conjure,aventure
6580,désirs,soupirs
6581,détachée,touchée
6582,d’éclat,état
6583,présence,l’indifférence
6584,dédain,sein
6585,flamme,âme
6586,piqué,manqué
6587,philosophie,fie
6588,fie,ennemi
6589,ennemi,demi
6590,capable,misérable
6591,alarmer,chômer
6592,chose,cause
6593,avoir,voir
6594,fortune,commune
6595,foi,moi
6596,heureux,cheveux
6597,aise,baise
6598,foi,toi
6599,heure,meure
6600,vérité,volonté
6601,marinette,l’interprète
6602,fatal,mal
6603,maîtresse,tendresse
6604,mouvement,sentiment
6605,sentiment,demande
6606,point,comment
6607,comment,point
6608,belle,cervelle
6609,moment,sentiment
6610,trompée,frappée
6611,badin,chagrin
6612,cautionne,bonne
6613,plût,valût
6614,être,paraître
6615,mal,rival
6616,blesse,maîtresse
6617,doux,jaloux
6618,l’ombrage,personnage
6619,crédit,dit
6620,m’apprendre,attendre
6621,caché,cherché
6622,doute,n’écoute
6623,apporté,déité
6624,croyance,pense
6625,d’esprit,écrit
6626,passagère,lumière
6627,mort,transport
6628,déplaire,colère
6629,manière,courrière
6630,boutique,magnifique
6631,magnifique,bague
6632,quoi,dois
6633,prendre,attendre
6634,fous,vous
6635,adorable,favorable
6636,alors,d’efforts
6637,d’efforts,vôtre
6638,vôtre,nôtre
6639,jour,amour
6640,point,souhaite
6641,souhaite,faite
6642,flamme,âme
6643,bien,rien
6644,jour,fort
6645,lucile,elle
6646,elle,modèle
6647,fermeté,postérité
6648,austère,satisfaire
6649,sentiments,traitements
6650,m’aime,même
6651,même,charmé
6652,charmé,aimé
6653,âme,flamme
6654,grâce,place
6655,croyezmoi,croyezmoi
6656,croyezmoi,foi
6657,assurée,altérée
6658,envie,l’humilie
6659,sire,rire
6660,nous,làdessous
6661,paraître,maître
6662,malheureux,amoureux
6663,bonjour,bonjour
6664,bonjour,heure
6665,heure,demeure
6666,été,arrêté
6667,serviteur,peur
6668,courtoisie,jalousie
6669,jalousie,j’éteins
6670,j’éteins,desseins
6671,jette,marinette
6672,marinette,rivalité
6673,rivalité,extrémité
6674,seigneurie,raillerie
6675,raillerie,bien
6676,bien,rien
6677,belle,nouvelle
6678,peu,jeu
6679,place,grimace
6680,passait,repaissait
6681,l’abuse,ruse
6682,foi,moi
6683,secrète,satisfaite
6684,interdit,dit
6685,monde,seconde
6686,seconde,lien
6687,lien,menti
6688,menti,bien
6689,bien,coquin
6690,audace,place
6691,monsieur,peur
6692,peur,fuir
6693,parler,assure
6694,assure,imposture
6695,langue,harangue
6696,bon,bâton
6697,murmure,pure
6698,dirai,fâcherai
6699,fâcherai,faire
6700,faire,soustraire
6701,diras,bras
6702,j’impose,chose
6703,endroit,s’aperçoit
6704,dites,visites
6705,paraître,maître
6706,verra,témoignera
6707,prudence,connaissance
6708,foi,moi
6709,sentinelle,elle
6710,demande,bien
6711,véritable,détestable
6712,dit,écrit
6713,baye,paye
6714,soir,voir
6715,traîtresse,maîtresse
6716,paix,fais
6717,pique,inique
6718,félon,lestrigon
6719,maîtresse,souplesse
6720,moi,toi
6721,éveillée,travaillée
6722,obligeants,gens
6723,merci,ici
6724,surprendre,entendre
6725,sûrement,aisément
6726,aisément,assurance
6727,assurance,silence
6728,secret,regret
6729,connu,retenu
6730,retenu,silence
6731,silence,importance
6732,raison,maison
6733,âge,l’héritage
6734,mort,sort
6735,dispense,d’assurance
6736,discours,toujours
6737,mystère,père
6738,pressez,assez
6739,assez,close
6740,close,chose
6741,d’amour,jour
6742,richesses,largesses
6743,mort,transport
6744,l’héritage,avantage
6745,événement,sentiment
6746,nourrie,tromperie
6747,commis,promis
6748,femme,âme
6749,mourir,découvrir
6750,intelligence,naissance
6751,naissance,bien
6752,bien,rien
6753,mariage,langage
6754,supposition,digression
6755,s’étendre,d’apprendre
6756,d’apprendre,s’abuser
6757,s’abuser,déguiser
6758,déguiser,porte
6759,porte,forte
6760,doucement,l’étonnement
6761,soupire,dire
6762,raison,maison
6763,héritage,ombrage
6764,retourner,s’étonner
6765,âme,femme
6766,femme,femme
6767,femme,femme
6768,pense,connaissance
6769,plus,confondus
6770,comprendre,m’entendre
6771,arrêtée,écouté
6772,flamme,âme
6773,entretien,bien
6774,défendre,prendre
6775,persuadait,perdait
6776,l’enflamme,âme
6777,hélas,pas
6778,blessure,d’usure
6779,lui,d’autrui
6780,aimable,favorable
6781,entretien,rien
6782,pensée,blessée
6783,sentiments,commandements
6784,mystère,dépositaire
6785,dépositaire,gâter
6786,gâter,éviter
6787,indifférence,intelligence
6788,intelligence,mien
6789,mien,rien
6790,rien,l’industrie
6791,l’industrie,tromperie
6792,tromperie,hardi
6793,hardi,dis
6794,possède,froide
6795,l’issue,sue
6796,l’arrêter,contenter
6797,propose,chose
6798,chose,vous
6799,vous,époux
6800,conférence,présence
6801,bien,entretien
6802,valère,plaire
6803,cœur,bonheur
6804,événement,compliment
6805,âme,flamme
6806,secours,jours
6807,attente,obligeante
6808,obligeante,injustement
6809,injustement,tendrement
6810,promesse,maîtresse
6811,nous,vous
6812,tendresse,s’intéresse
6813,s’intéresse,penser
6814,penser,m’offenser
6815,m’offenser,sincère
6816,sincère,valère
6817,absolument,sentiment
6818,sentiment,transporte
6819,transporte,forte
6820,vous,jaloux
6821,m’oblige,exige
6822,fard,fard
6823,mystère,nécessaire
6824,nécessaire,ouvrir
6825,ouvrir,découvrir
6826,être,paraître
6827,vœux,heureux
6828,avance,puissance
6829,croyez,m’employez
6830,vôtre,autre
6831,vœux,deux
6832,valère,frère
6833,frère,venger
6834,venger,l’affliger
6835,propose,métamorphose
6836,fierté,côté
6837,change,étrange
6838,sujet,l’objet
6839,caprice,d’injustice
6840,déplaît,intérêt
6841,intérêt,vôtre
6842,vôtre,autre
6843,appas,pas
6844,gloire,croire
6845,intelligiblement,sentiment
6846,bouche,touche
6847,interdit,crédit
6848,frère,valère
6849,valère,cher
6850,cher,toucher
6851,violence,confidence
6852,mouvements,sentiments
6853,âme,flamme
6854,aura,mourra
6855,plaire,satisfaire
6856,assez,intéressez
6857,prie,rêverie
6858,rêverie,désespérez
6859,prompte,l’affronte
6860,l’affronte,promptement
6861,promptement,ressentiment
6862,extrême,moimême
6863,fin,latin
6864,nouvelle,belle
6865,transporté,déité
6866,message,d’outrage
6867,changements,moments
6868,peine,haine
6869,lâcheté,indignité
6870,s’accuse,excuse
6871,raison,trahison
6872,l’oreille,merveille
6873,langueur,rigueur
6874,sommes,hommes
6875,hommes,dépens
6876,faite,rejette
6877,doux,vous
6878,dire,rire
6879,matrimonion,tentation
6880,tentation,moi
6881,folies,saillies
6882,sensiblement,amant
6883,pense,l’espérance
6884,m’affliger,venger
6885,propice,sacrifice
6886,d’aujourd’hui,lui
6887,s’exprime,crime
6888,tenté,lâcheté
6889,sévère,colère
6890,nous,vous
6891,vie,envie
6892,venir,l’entretenir
6893,ascagne,l’accompagne
6894,perplexité,équité
6895,d’avarice,supplice
6896,plongé,songé
6897,songé,éventée
6898,éventée,jetée
6899,conserver,arriver
6900,m’appelle,nouvelle
6901,annoncé,cassé
6902,m’arrête,tête
6903,meure,heure
6904,aussi,ainsi
6905,troisième,l’aime
6906,nourri,vrai
6907,ensemble,semble
6908,juré,assuré
6909,destine,doctrine
6910,cracher,prêcher
6911,prêcher,meilleures
6912,meilleures,heures
6913,auguste,s’ajuste
6914,peur,cœur
6915,recule,tulle
6916,prie,l’esclavonie
6917,parler,démêler
6918,l’âme,flamme
6919,déçu,aperçu
6920,retire,dire
6921,virgile,tranquille
6922,deux,fameux
6923,dites,vîtes
6924,besoin,témoin
6925,témoignage,usage
6926,conteste,précepte
6927,précepte,peste
6928,doctement,assurément
6929,d’entendre,t’emporte
6930,t’emporte,sorte
6931,application,inflammation
6932,inflammation,moi
6933,bien,audience
6934,audience,silence
6935,silence,seulement
6936,seulement,traître
6937,traître,vitement
6938,jamais,vais
6939,discours,cours
6940,torture,conjure
6941,expresse,connaisse
6942,ôté,l’humanité
6943,l’humanité,bête
6944,bête,tête
6945,détestés,écoutés
6946,écoutés,close
6947,close,chose
6948,renards,vieillards
6949,s’ébattent,combattent
6950,jugés,fustigés
6951,remède,l’aide
6952,l’aide,téméraire
6953,téméraire,affaire
6954,affaire,discourir
6955,discourir,recourir
6956,diligence,manigance
6957,évaporé,déclaré
6958,déclaré,friperie
6959,friperie,furie
6960,furie,succéder
6961,succéder,accorder
6962,accorder,nôtre
6963,nôtre,l’autre
6964,monsieur,bonjour
6965,bonjour,oui
6966,encore,polydore
6967,infinie,cérémonie
6968,cérémonie,compliment
6969,compliment,instamment
6970,entretenir,venir
6971,moment,grandement
6972,tremble,ensemble
6973,desseins,crains
6974,infidèle,éternelle
6975,vérité,difficulté
6976,estime,légitime
6977,fois,dois
6978,dois,m’expose
6979,m’expose,chose
6980,chose,saison
6981,saison,maison
6982,sortie,partie
6983,partie,rien
6984,rien,bien
6985,père,colère
6986,retient,débuter
6987,yeux,lieux
6988,surprendre,d’apprendre
6989,confusion,action
6990,coupable,misérable
6991,assuré,polydore
6992,polydore,l’implore
6993,genoux,vous
6994,aventure,injure
6995,bonté,d’humilité
6996,vousmême,extrême
6997,point,point
6998,résoudrez,voudrez
6999,voudrez,maître
7000,maître,être
7001,être,douceur
7002,douceur,malheur
7003,malheur,prospères
7004,fort,accord
7005,feindre,craindre
7006,lucile,inutile
7007,grandement,allégement
7008,allégement,faute
7009,faute,haute
7010,haute,l’honneur
7011,l’honneur,suborneur
7012,innocente,l’attente
7013,vœux,deux
7014,l’offense,alliance
